Churn,senior_65,partner,dependents,tenure_months,contract_type,monthly_charge,daily_charge,total_charge,internet_service,online_security,tech_support,streaming_tv,payment_method
0,0,1,0,66,Two year,66.1,2.2,4428.45,DSL,1,0,0,Credit card (automatic)
0,0,1,1,15,One year,20.55,0.68,295.95,No,0,0,0,Mailed check
0,0,1,0,51,One year,98.85,3.3,4947.55,Fiber optic,0,0,1,Electronic check
0,1,0,0,9,Month-to-month,49.2,1.64,447.9,DSL,0,1,0,Mailed check
1,0,0,0,1,Month-to-month,20.9,0.7,20.9,No,0,0,0,Mailed check
0,0,0,0,25,One year,19.5,0.65,516.3,No,0,0,0,Bank transfer (automatic)
0,0,1,0,22,Month-to-month,87.0,2.9,1850.65,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,0,0,15,Month-to-month,49.0,1.63,749.25,DSL,0,0,0,Electronic check
1,0,1,1,28,One year,90.1,3.0,2598.95,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,0,0,3,Month-to-month,90.7,3.02,237.65,Fiber optic,0,0,1,Mailed check
0,0,1,0,47,Month-to-month,100.5,3.35,4707.1,Fiber optic,0,0,1,Electronic check
0,0,0,0,67,Two year,85.25,2.84,5714.2,DSL,1,1,1,Mailed check
0,1,0,0,18,Month-to-month,74.7,2.49,1294.6,Fiber optic,0,0,0,Electronic check
0,0,1,0,62,Two year,60.15,2.0,3753.2,DSL,0,1,0,Credit card (automatic)
0,0,0,0,41,One year,80.55,2.68,3263.9,DSL,0,0,1,Electronic check
0,0,0,0,44,Month-to-month,50.15,1.67,2139.1,DSL,0,0,0,Mailed check
0,0,0,0,53,One year,94.45,3.15,5042.75,Fiber optic,0,1,0,Credit card (automatic)
0,0,1,0,48,Two year,20.05,0.67,1036.0,No,0,0,0,Mailed check
0,1,1,0,54,One year,115.6,3.85,6431.05,Fiber optic,1,1,1,Bank transfer (automatic)
1,0,1,0,48,Month-to-month,45.3,1.51,2145.0,DSL,1,0,0,Bank transfer (automatic)
0,0,0,0,24,Month-to-month,99.65,3.32,2404.85,Fiber optic,0,0,1,Bank transfer (automatic)
0,1,1,0,27,Month-to-month,95.55,3.18,2510.2,Fiber optic,0,0,0,Electronic check
0,0,0,0,33,Two year,80.6,2.69,2651.1,Fiber optic,0,1,0,Bank transfer (automatic)
0,0,1,0,66,Two year,85.25,2.84,5538.35,DSL,1,1,1,Electronic check
0,0,1,1,3,Month-to-month,69.55,2.32,200.2,Fiber optic,0,0,0,Electronic check
0,0,0,0,13,Two year,35.4,1.18,450.4,DSL,0,1,0,Mailed check
0,0,1,1,63,Two year,83.5,2.78,5435.0,DSL,1,0,1,Credit card (automatic)
1,0,1,1,23,Month-to-month,83.8,2.79,1900.25,Fiber optic,0,1,0,Electronic check
0,0,0,1,52,Two year,25.6,0.85,1334.5,No,0,0,0,Credit card (automatic)
0,0,0,0,3,Month-to-month,20.75,0.69,67.1,No,0,0,0,Credit card (automatic)
0,0,0,0,10,Month-to-month,56.75,1.89,503.25,DSL,0,0,0,Bank transfer (automatic)
0,0,1,1,72,Two year,20.1,0.67,1460.85,No,0,0,0,Bank transfer (automatic)
0,0,0,0,29,Month-to-month,98.8,3.29,2807.1,Fiber optic,0,1,1,Credit card (automatic)
0,1,1,0,62,One year,104.85,3.49,6312.9,Fiber optic,1,0,1,Electronic check
1,0,1,0,41,One year,73.0,2.43,3001.2,DSL,0,0,1,Electronic check
1,0,0,0,43,Month-to-month,77.85,2.6,3365.85,Fiber optic,0,0,0,Electronic check
0,0,0,1,26,Two year,105.45,3.52,2715.3,Fiber optic,0,1,1,Electronic check
0,0,1,0,19,Month-to-month,96.8,3.23,1743.05,Fiber optic,0,0,1,Electronic check
0,0,1,1,72,Two year,24.25,0.81,1784.5,No,0,0,0,Credit card (automatic)
0,1,0,0,45,One year,102.15,3.4,4735.35,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,0,0,32,One year,64.85,2.16,2010.95,DSL,0,0,1,Bank transfer (automatic)
0,0,0,0,41,Month-to-month,25.25,0.84,996.45,No,0,0,0,Bank transfer (automatic)
0,0,1,1,65,Two year,24.75,0.82,1715.1,No,0,0,0,Credit card (automatic)
1,0,1,0,55,Month-to-month,96.75,3.22,5238.9,Fiber optic,1,0,1,Electronic check
0,0,1,1,11,Two year,19.65,0.65,225.75,No,0,0,0,Mailed check
0,0,0,0,49,Two year,74.45,2.48,3721.9,DSL,0,1,1,Bank transfer (automatic)
0,0,1,0,61,Month-to-month,99.4,3.31,5943.65,Fiber optic,1,1,1,Bank transfer (automatic)
0,0,1,1,25,Month-to-month,19.15,0.64,477.6,No,0,0,0,Mailed check
1,0,0,0,1,Month-to-month,69.5,2.32,69.5,Fiber optic,0,0,0,Electronic check
0,0,0,1,23,One year,49.45,1.65,1119.35,DSL,0,1,0,Electronic check
0,0,0,0,21,Month-to-month,73.7,2.46,1558.7,Fiber optic,0,0,0,Electronic check
1,0,0,0,1,Month-to-month,79.7,2.66,79.7,Fiber optic,0,0,0,Electronic check
1,1,1,0,5,Month-to-month,79.9,2.66,343.95,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,1,0,24,One year,74.4,2.48,1712.9,DSL,1,1,1,Bank transfer (automatic)
1,1,0,0,27,Month-to-month,88.3,2.94,2467.75,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,0,70,Two year,19.8,0.66,1397.65,No,0,0,0,Bank transfer (automatic)
1,1,0,0,5,Month-to-month,75.55,2.52,349.65,Fiber optic,0,0,0,Credit card (automatic)
0,0,1,1,46,Two year,20.2,0.67,917.45,No,0,0,0,Mailed check
0,0,1,1,2,Month-to-month,71.65,2.39,135.75,Fiber optic,0,0,0,Electronic check
0,0,1,1,57,Two year,20.1,0.67,1087.7,No,0,0,0,Bank transfer (automatic)
0,0,0,0,9,Month-to-month,69.05,2.3,651.5,Fiber optic,0,0,0,Electronic check
1,0,0,0,1,Month-to-month,71.1,2.37,71.1,Fiber optic,0,0,0,Mailed check
0,1,1,0,60,One year,100.5,3.35,6029.0,Fiber optic,0,0,1,Credit card (automatic)
0,0,1,1,37,Two year,62.8,2.09,2278.75,DSL,1,1,0,Credit card (automatic)
1,0,0,1,1,Month-to-month,70.45,2.35,70.45,Fiber optic,0,0,0,Mailed check
0,0,1,1,28,One year,100.35,3.34,2799.0,Fiber optic,0,0,1,Bank transfer (automatic)
0,1,0,0,24,Month-to-month,20.3,0.68,459.95,No,0,0,0,Mailed check
0,0,0,0,62,One year,92.05,3.07,5755.8,Fiber optic,1,0,0,Electronic check
1,0,0,1,18,One year,20.15,0.67,390.85,No,0,0,0,Bank transfer (automatic)
1,0,0,0,5,Month-to-month,54.2,1.81,308.25,DSL,1,1,0,Electronic check
0,0,1,1,20,Month-to-month,20.35,0.68,442.6,No,0,0,0,Mailed check
1,0,0,0,1,Month-to-month,70.75,2.36,70.75,Fiber optic,0,0,0,Mailed check
1,0,0,0,35,One year,102.35,3.41,3626.1,Fiber optic,0,0,1,Bank transfer (automatic)
0,1,0,0,52,Month-to-month,50.5,1.68,2566.3,DSL,0,1,1,Electronic check
1,0,1,0,30,Month-to-month,85.0,2.83,2624.25,Fiber optic,0,0,0,Electronic check
0,0,1,0,72,Two year,42.1,1.4,2962.0,DSL,1,0,0,Bank transfer (automatic)
1,1,0,0,15,Month-to-month,75.65,2.52,1146.65,Fiber optic,0,0,0,Electronic check
0,1,1,0,1,Month-to-month,24.8,0.83,24.8,DSL,0,0,0,Electronic check
0,0,0,1,70,Two year,114.6,3.82,7882.5,Fiber optic,1,1,1,Electronic check
0,0,0,1,66,Two year,65.7,2.19,4378.9,DSL,1,1,0,Bank transfer (automatic)
0,1,1,0,55,Month-to-month,74.0,2.47,4052.4,Fiber optic,0,0,0,Electronic check
1,1,1,0,55,Month-to-month,85.45,2.85,4874.7,Fiber optic,0,0,0,Electronic check
0,1,1,0,57,One year,71.1,2.37,4140.1,DSL,0,0,1,Credit card (automatic)
0,0,0,0,6,Month-to-month,93.55,3.12,536.4,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,1,0,72,Two year,109.55,3.65,8165.1,Fiber optic,1,0,1,Electronic check
0,0,1,0,28,Month-to-month,20.5,0.68,563.05,No,0,0,0,Mailed check
0,0,1,0,54,Two year,74.55,2.48,4191.45,DSL,1,0,1,Bank transfer (automatic)
0,1,1,1,24,Month-to-month,79.85,2.66,1857.75,Fiber optic,1,0,0,Electronic check
0,0,1,0,2,Month-to-month,62.15,2.07,113.1,DSL,1,0,0,Mailed check
0,0,1,1,14,Month-to-month,25.55,0.85,372.45,No,0,0,0,Mailed check
0,0,0,1,12,Month-to-month,21.05,0.7,235.8,No,0,0,0,Credit card (automatic)
0,0,0,0,48,One year,106.1,3.54,5082.8,Fiber optic,0,0,1,Credit card (automatic)
0,1,0,0,51,One year,79.6,2.65,3974.7,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,0,0,13,Month-to-month,73.35,2.44,931.55,DSL,0,1,1,Mailed check
0,0,0,0,58,Two year,70.1,2.34,4048.95,DSL,0,1,1,Bank transfer (automatic)
0,0,1,1,18,One year,54.4,1.81,957.1,DSL,0,1,0,Credit card (automatic)
0,0,1,0,29,Two year,19.55,0.65,521.8,No,0,0,0,Mailed check
0,0,1,1,72,Two year,74.55,2.48,5430.65,DSL,1,1,1,Mailed check
0,0,1,1,71,Two year,23.9,0.8,1626.4,No,0,0,0,Credit card (automatic)
0,0,0,0,70,Two year,44.6,1.49,3058.15,DSL,1,1,0,Bank transfer (automatic)
1,0,0,0,9,Month-to-month,95.5,3.18,829.1,Fiber optic,0,0,1,Electronic check
0,0,1,1,20,Month-to-month,95.5,3.18,1916.2,Fiber optic,0,1,0,Bank transfer (automatic)
1,0,0,0,69,One year,78.6,2.62,5356.45,DSL,1,1,0,Credit card (automatic)
0,0,0,0,63,One year,104.5,3.48,6590.8,Fiber optic,1,1,1,Credit card (automatic)
0,0,1,1,30,Month-to-month,51.2,1.71,1561.5,DSL,0,1,1,Credit card (automatic)
0,0,0,0,7,Month-to-month,61.4,2.05,438.9,DSL,1,0,0,Electronic check
0,0,1,1,69,Two year,43.95,1.46,2960.1,DSL,1,0,0,Credit card (automatic)
1,0,1,1,5,Month-to-month,25.9,0.86,135.0,No,0,0,0,Bank transfer (automatic)
0,0,0,0,9,Month-to-month,80.55,2.68,653.9,Fiber optic,0,0,0,Electronic check
0,0,1,1,46,Two year,99.65,3.32,4630.2,Fiber optic,1,1,0,Mailed check
0,1,1,0,60,One year,97.95,3.26,5867.0,Fiber optic,0,0,1,Electronic check
1,1,1,0,27,Month-to-month,95.55,3.18,2510.2,Fiber optic,0,0,0,Electronic check
0,0,1,0,16,Month-to-month,90.7,3.02,1374.9,Fiber optic,1,0,0,Electronic check
1,0,1,1,22,Month-to-month,83.3,2.78,1845.9,Fiber optic,0,0,0,Electronic check
0,0,1,1,41,One year,101.6,3.39,3930.55,Fiber optic,1,0,0,Bank transfer (automatic)
0,1,0,0,4,Month-to-month,72.75,2.42,317.75,Fiber optic,0,0,0,Electronic check
0,0,0,0,24,Month-to-month,88.95,2.97,2072.75,Fiber optic,0,0,1,Credit card (automatic)
0,0,0,0,38,Two year,20.3,0.68,743.05,No,0,0,0,Mailed check
0,0,0,0,25,Month-to-month,78.35,2.61,1837.9,DSL,1,1,1,Bank transfer (automatic)
0,0,1,0,40,Month-to-month,80.0,2.67,3168.75,Fiber optic,0,0,0,Electronic check
1,0,0,0,8,Month-to-month,49.85,1.66,365.55,DSL,1,0,0,Electronic check
0,0,1,1,13,Month-to-month,19.85,0.66,252.0,No,0,0,0,Mailed check
0,0,1,1,64,Month-to-month,91.8,3.06,5960.5,Fiber optic,1,0,0,Electronic check
1,0,1,1,62,Month-to-month,100.15,3.34,6283.3,Fiber optic,0,0,1,Electronic check
0,0,1,0,20,Month-to-month,69.8,2.33,1540.35,Fiber optic,0,0,0,Bank transfer (automatic)
1,0,1,0,14,Month-to-month,46.35,1.55,667.7,DSL,0,0,1,Electronic check
0,0,0,0,57,Two year,69.75,2.33,3894.4,DSL,0,1,1,Mailed check
0,0,0,1,12,Month-to-month,69.85,2.33,837.5,DSL,1,0,1,Mailed check
0,0,1,1,59,Two year,25.45,0.85,1534.05,No,0,0,0,Mailed check
0,0,1,1,59,Two year,75.95,2.53,4542.35,DSL,0,1,1,Credit card (automatic)
1,0,0,1,53,Two year,19.75,0.66,1052.35,No,0,0,0,Bank transfer (automatic)
0,0,1,1,45,One year,78.75,2.62,3600.65,DSL,0,0,1,Credit card (automatic)
0,0,1,0,50,Two year,19.8,0.66,1013.2,No,0,0,0,Electronic check
1,0,1,0,20,Month-to-month,89.0,2.97,1820.45,Fiber optic,0,0,1,Mailed check
1,1,0,0,1,Month-to-month,25.25,0.84,25.25,DSL,0,0,0,Electronic check
0,0,1,1,70,Two year,19.2,0.64,1401.4,No,0,0,0,Mailed check
1,1,1,0,1,Month-to-month,25.05,0.84,25.05,DSL,0,0,0,Electronic check
1,0,1,0,64,Two year,47.85,1.6,3147.5,DSL,1,1,0,Electronic check
1,0,0,1,49,Month-to-month,75.2,2.51,3678.3,Fiber optic,0,0,0,Credit card (automatic)
1,0,0,1,28,Month-to-month,74.9,2.5,2068.55,Fiber optic,1,0,0,Bank transfer (automatic)
0,0,1,0,72,Two year,111.9,3.73,8071.05,Fiber optic,1,1,1,Credit card (automatic)
0,0,0,0,13,Month-to-month,81.9,2.73,1028.9,Fiber optic,0,0,1,Mailed check
0,0,1,1,4,Month-to-month,18.85,0.63,84.2,No,0,0,0,Mailed check
0,0,0,0,53,Two year,18.7,0.62,1005.7,No,0,0,0,Mailed check
0,0,1,0,63,Month-to-month,81.55,2.72,5029.05,Fiber optic,0,0,0,Bank transfer (automatic)
0,0,0,0,10,Two year,29.6,0.99,299.05,DSL,0,1,0,Mailed check
0,0,1,0,56,One year,19.95,0.66,1126.75,No,0,0,0,Credit card (automatic)
1,0,0,0,10,Month-to-month,45.55,1.52,402.6,DSL,0,0,0,Electronic check
0,0,0,0,44,Two year,20.05,0.67,845.25,No,0,0,0,Mailed check
0,0,0,0,65,One year,93.55,3.12,6069.25,Fiber optic,1,1,0,Electronic check
0,0,0,0,1,Month-to-month,48.45,1.62,48.45,DSL,1,0,0,Bank transfer (automatic)
1,1,0,0,21,Month-to-month,41.9,1.4,840.1,DSL,1,0,1,Electronic check
0,0,1,1,29,Two year,20.2,0.67,558.8,No,0,0,0,Mailed check
0,0,1,0,72,Two year,24.15,0.8,1776.45,No,0,0,0,Credit card (automatic)
1,0,1,1,22,One year,67.5,2.25,1544.05,DSL,1,1,1,Bank transfer (automatic)
1,0,0,0,23,Month-to-month,90.05,3.0,2169.8,Fiber optic,1,0,1,Bank transfer (automatic)
0,0,1,0,40,One year,70.75,2.36,2921.75,DSL,0,1,1,Credit card (automatic)
1,0,0,0,2,Month-to-month,76.5,2.55,162.45,Fiber optic,0,0,0,Electronic check
1,0,1,1,13,Month-to-month,84.05,2.8,1095.3,Fiber optic,1,0,0,Electronic check
1,0,0,0,16,Month-to-month,95.6,3.19,1555.65,Fiber optic,0,0,0,Credit card (automatic)
0,0,0,0,22,Month-to-month,89.05,2.97,1886.25,Fiber optic,1,1,0,Electronic check
1,0,0,0,67,Month-to-month,102.95,3.43,6886.25,Fiber optic,1,0,1,Credit card (automatic)
0,0,1,1,72,Two year,21.0,0.7,1493.75,No,0,0,0,Bank transfer (automatic)
0,0,0,0,3,Month-to-month,82.3,2.74,214.4,Fiber optic,1,1,0,Mailed check
1,1,1,0,47,Month-to-month,80.35,2.68,3825.85,Fiber optic,1,0,0,Electronic check
0,1,0,0,4,Month-to-month,70.65,2.36,293.85,Fiber optic,0,0,0,Electronic check
0,1,0,0,18,Month-to-month,73.55,2.45,1359.45,Fiber optic,0,0,0,Electronic check
1,0,1,1,21,Month-to-month,104.4,3.48,2157.95,Fiber optic,0,0,1,Electronic check
0,0,1,1,62,One year,70.75,2.36,4263.45,DSL,1,1,1,Bank transfer (automatic)
1,0,0,0,7,Month-to-month,98.05,3.27,713.0,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,0,0,29,Month-to-month,48.95,1.63,1323.7,DSL,0,0,0,Bank transfer (automatic)
0,0,1,0,48,One year,60.6,2.02,2985.25,DSL,1,1,0,Bank transfer (automatic)
0,0,1,1,53,One year,78.75,2.62,3942.45,DSL,0,1,1,Mailed check
0,0,1,1,6,One year,19.0,0.63,105.5,No,0,0,0,Credit card (automatic)
0,0,1,0,22,One year,56.25,1.88,1292.2,DSL,1,1,0,Credit card (automatic)
1,1,0,0,1,Month-to-month,25.8,0.86,25.8,DSL,0,0,0,Mailed check
0,0,1,0,72,Two year,99.4,3.31,7285.7,Fiber optic,0,0,1,Electronic check
0,1,1,0,34,Month-to-month,85.2,2.84,2874.45,Fiber optic,0,0,1,Credit card (automatic)
0,0,1,0,48,One year,69.55,2.32,3435.6,DSL,0,1,0,Mailed check
0,0,1,0,21,Month-to-month,28.5,0.95,629.35,DSL,1,0,0,Electronic check
0,0,0,0,71,One year,97.65,3.26,6687.85,Fiber optic,1,1,0,Credit card (automatic)
0,0,0,0,1,Month-to-month,20.25,0.68,20.25,No,0,0,0,Mailed check
0,0,0,0,1,Month-to-month,20.45,0.68,20.45,No,0,0,0,Mailed check
0,1,1,0,32,Month-to-month,93.5,3.12,2970.8,Fiber optic,0,0,0,Electronic check
0,0,0,0,1,Month-to-month,54.65,1.82,54.65,DSL,0,0,1,Electronic check
0,0,0,0,63,Two year,71.9,2.4,4479.2,DSL,1,1,0,Bank transfer (automatic)
0,0,1,1,72,Two year,116.4,3.88,8543.25,Fiber optic,1,1,1,Credit card (automatic)
0,0,0,0,53,Two year,105.55,3.52,5682.25,Fiber optic,0,0,1,Electronic check
1,1,1,1,1,Month-to-month,69.25,2.31,69.25,Fiber optic,0,0,0,Electronic check
0,0,1,1,50,One year,75.5,2.52,4025.6,DSL,1,1,1,Electronic check
1,0,1,0,15,Month-to-month,101.1,3.37,1504.05,Fiber optic,0,0,1,Electronic check
0,0,1,0,21,Month-to-month,86.05,2.87,1818.9,Fiber optic,0,1,1,Electronic check
1,0,1,0,1,Month-to-month,95.0,3.17,95.0,Fiber optic,1,0,1,Electronic check
1,1,0,0,2,Month-to-month,70.75,2.36,154.85,Fiber optic,0,0,0,Electronic check
1,0,1,1,65,One year,72.45,2.42,4653.85,DSL,1,0,0,Credit card (automatic)
0,0,1,1,52,Month-to-month,85.8,2.86,4433.3,Fiber optic,0,1,0,Bank transfer (automatic)
1,0,0,0,13,Month-to-month,83.2,2.77,1060.6,Fiber optic,0,0,1,Electronic check
0,0,0,0,4,Month-to-month,19.65,0.65,67.55,No,0,0,0,Mailed check
1,1,0,0,46,One year,110.0,3.67,4874.8,Fiber optic,1,0,1,Electronic check
1,0,1,0,53,One year,94.85,3.16,5000.2,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,0,0,40,One year,105.95,3.53,4335.2,Fiber optic,0,1,1,Credit card (automatic)
0,0,0,1,23,Month-to-month,54.15,1.8,1312.45,DSL,0,1,0,Electronic check
1,0,0,0,4,Month-to-month,85.65,2.86,338.9,Fiber optic,0,0,0,Electronic check
0,0,1,0,57,Month-to-month,58.75,1.96,3437.45,DSL,1,0,1,Bank transfer (automatic)
0,0,1,1,71,One year,85.45,2.85,6300.85,DSL,1,1,1,Electronic check
0,0,1,1,49,Month-to-month,95.4,3.18,4613.95,Fiber optic,0,0,1,Bank transfer (automatic)
0,0,0,0,9,Month-to-month,68.25,2.28,576.95,DSL,1,1,0,Bank transfer (automatic)
1,0,0,1,4,Month-to-month,101.7,3.39,364.55,Fiber optic,0,0,1,Electronic check
0,0,1,0,61,Two year,20.25,0.68,1278.8,No,0,0,0,Credit card (automatic)
0,1,0,0,70,Two year,75.5,2.52,5212.65,DSL,0,1,1,Bank transfer (automatic)
0,0,1,0,13,Month-to-month,65.85,2.19,902.25,DSL,1,0,0,Electronic check
0,0,0,0,34,Month-to-month,65.0,2.17,2157.5,DSL,0,1,1,Mailed check
1,1,0,0,9,Month-to-month,74.55,2.48,622.9,Fiber optic,0,0,0,Electronic check
0,1,0,0,57,Two year,93.75,3.12,5625.55,Fiber optic,1,1,0,Electronic check
1,0,0,0,12,Month-to-month,61.65,2.06,713.75,DSL,1,1,0,Mailed check
0,0,0,0,7,Month-to-month,100.4,3.35,715.0,Fiber optic,0,1,1,Electronic check
1,1,0,0,4,Month-to-month,74.9,2.5,321.75,Fiber optic,0,0,0,Electronic check
1,1,1,0,1,Month-to-month,74.45,2.48,74.45,Fiber optic,0,0,0,Electronic check
0,0,0,0,44,One year,85.25,2.84,3704.15,DSL,0,1,1,Bank transfer (automatic)
0,1,0,0,45,One year,34.2,1.14,1596.6,DSL,0,0,0,Electronic check
0,0,0,0,36,One year,89.65,2.99,3348.1,DSL,1,1,1,Credit card (automatic)
1,1,0,0,55,One year,100.0,3.33,5509.3,Fiber optic,0,0,1,Electronic check
0,0,0,0,69,Two year,97.65,3.26,6743.55,Fiber optic,0,1,1,Credit card (automatic)
1,0,1,0,9,Month-to-month,79.9,2.66,741.7,Fiber optic,0,0,0,Electronic check
0,0,1,1,71,Two year,90.3,3.01,6287.3,DSL,1,1,1,Credit card (automatic)
0,0,0,0,30,Month-to-month,94.3,3.14,2679.7,Fiber optic,1,0,0,Credit card (automatic)
0,0,1,1,52,One year,20.4,0.68,1090.65,No,0,0,0,Electronic check
0,0,1,1,52,Two year,25.05,0.84,1270.25,No,0,0,0,Bank transfer (automatic)
1,0,0,0,24,Month-to-month,55.65,1.86,1400.55,DSL,1,0,0,Bank transfer (automatic)
0,0,0,1,3,Month-to-month,70.7,2.36,225.65,DSL,0,1,1,Mailed check
0,0,1,1,72,Two year,53.8,1.79,3952.45,DSL,1,0,1,Credit card (automatic)
0,0,1,0,72,Two year,99.15,3.3,7422.1,Fiber optic,1,0,0,Electronic check
1,0,1,0,4,Month-to-month,50.05,1.67,179.35,DSL,0,1,0,Mailed check
1,0,0,0,1,Month-to-month,82.3,2.74,82.3,Fiber optic,0,0,0,Electronic check
0,0,1,1,51,One year,69.75,2.33,3562.5,DSL,1,1,0,Credit card (automatic)
0,0,1,1,51,One year,56.15,1.87,2898.95,DSL,0,1,1,Electronic check
0,0,0,0,72,Two year,86.65,2.89,6224.8,DSL,1,1,1,Bank transfer (automatic)
0,0,1,1,64,Month-to-month,86.8,2.89,5327.25,Fiber optic,1,1,0,Bank transfer (automatic)
1,0,0,0,2,Month-to-month,25.05,0.84,56.35,DSL,0,0,0,Electronic check
1,0,1,0,70,One year,109.5,3.65,7534.65,Fiber optic,1,1,1,Bank transfer (automatic)
0,1,1,0,13,Month-to-month,45.3,1.51,528.45,DSL,0,0,1,Electronic check
0,0,0,0,52,One year,91.25,3.04,4738.3,Fiber optic,1,0,1,Electronic check
0,0,0,0,7,Month-to-month,20.75,0.69,141.1,No,0,0,0,Mailed check
0,0,1,1,4,Two year,19.9,0.66,76.65,No,0,0,0,Mailed check
1,0,0,0,2,Month-to-month,95.85,3.2,197.7,Fiber optic,0,0,1,Electronic check
0,0,0,0,46,One year,33.7,1.12,1537.85,DSL,0,1,0,Credit card (automatic)
0,0,1,1,54,Two year,63.35,2.11,3409.1,DSL,0,0,0,Credit card (automatic)
1,0,0,0,1,Month-to-month,19.3,0.64,19.3,No,0,0,0,Electronic check
0,0,1,1,72,Two year,65.7,2.19,4575.35,DSL,1,1,1,Bank transfer (automatic)
0,0,0,0,34,Two year,26.1,0.87,980.35,No,0,0,0,Bank transfer (automatic)
0,0,0,0,66,Two year,74.6,2.49,4798.4,DSL,1,0,0,Credit card (automatic)
0,0,1,1,16,Month-to-month,112.95,3.76,1882.55,Fiber optic,1,1,1,Electronic check
1,0,0,0,3,Month-to-month,88.35,2.94,262.05,Fiber optic,0,1,1,Mailed check
0,0,1,1,11,Month-to-month,65.15,2.17,723.35,DSL,1,0,1,Bank transfer (automatic)
0,0,1,1,71,Two year,59.7,1.99,4122.65,DSL,1,1,1,Bank transfer (automatic)
1,0,0,0,9,Month-to-month,34.7,1.16,296.1,DSL,0,0,1,Credit card (automatic)
0,0,0,0,57,Two year,20.65,0.69,1125.6,No,0,0,0,Bank transfer (automatic)
1,1,0,0,9,Month-to-month,100.5,3.35,918.6,Fiber optic,0,0,1,Electronic check
0,0,1,0,62,One year,23.75,0.79,1446.8,No,0,0,0,Credit card (automatic)
0,0,0,1,72,Two year,19.9,0.66,1529.65,No,0,0,0,Credit card (automatic)
0,1,0,0,66,One year,108.1,3.6,7238.6,Fiber optic,0,0,1,Bank transfer (automatic)
1,1,0,0,16,Month-to-month,39.0,1.3,679.85,DSL,0,0,1,Mailed check
0,0,0,0,16,Month-to-month,20.6,0.69,330.25,No,0,0,0,Credit card (automatic)
0,0,1,1,58,One year,19.55,0.65,1108.8,No,0,0,0,Electronic check
0,0,0,0,4,Month-to-month,80.15,2.67,319.85,Fiber optic,1,0,0,Electronic check
0,0,1,1,72,Two year,20.3,0.68,1401.15,No,0,0,0,Bank transfer (automatic)
0,0,1,0,67,One year,109.9,3.66,7332.4,Fiber optic,1,0,1,Credit card (automatic)
0,0,1,1,71,Two year,90.4,3.01,6668.05,DSL,1,1,1,Electronic check
0,1,0,0,72,Two year,25.4,0.85,1809.35,No,0,0,0,Bank transfer (automatic)
0,0,1,1,15,Month-to-month,46.3,1.54,639.45,DSL,0,0,0,Electronic check
0,0,0,1,11,Month-to-month,25.2,0.84,321.05,DSL,0,0,0,Electronic check
0,0,1,1,43,One year,24.45,0.82,993.15,No,0,0,0,Bank transfer (automatic)
1,0,0,1,3,Month-to-month,55.1,1.84,154.65,DSL,1,1,0,Mailed check
0,0,1,1,24,One year,78.4,2.61,1832.4,DSL,1,0,1,Electronic check
0,0,0,0,52,One year,74.0,2.47,3877.65,DSL,1,1,1,Credit card (automatic)
0,0,0,1,13,Month-to-month,30.15,1.0,382.2,DSL,0,0,0,Electronic check
1,1,1,0,1,Month-to-month,70.85,2.36,70.85,Fiber optic,0,0,0,Mailed check
0,0,0,0,55,Two year,77.8,2.59,4323.35,DSL,0,0,1,Bank transfer (automatic)
0,0,1,0,42,Two year,99.0,3.3,4135.0,Fiber optic,0,1,1,Credit card (automatic)
0,0,0,0,2,Month-to-month,20.75,0.69,44.2,No,0,0,0,Mailed check
0,0,0,0,1,Month-to-month,75.5,2.52,75.5,DSL,0,1,1,Electronic check
1,1,0,0,27,Month-to-month,81.45,2.72,2122.05,Fiber optic,0,0,0,Electronic check
0,0,1,1,17,Month-to-month,66.7,2.22,1077.05,DSL,0,1,0,Mailed check
1,0,0,0,2,Month-to-month,34.7,1.16,62.25,DSL,0,0,0,Electronic check
0,1,1,0,27,Month-to-month,83.85,2.8,2310.2,DSL,0,1,1,Electronic check
1,1,0,0,52,Month-to-month,49.15,1.64,2550.9,DSL,0,0,1,Electronic check
0,0,0,0,45,One year,96.75,3.22,4442.75,Fiber optic,1,0,0,Bank transfer (automatic)
0,0,1,0,71,Two year,19.1,0.64,1372.45,No,0,0,0,Credit card (automatic)
0,0,0,0,36,Two year,18.55,0.62,689.0,No,0,0,0,Credit card (automatic)
0,0,0,0,15,One year,20.1,0.67,302.45,No,0,0,0,Credit card (automatic)
0,0,0,0,20,Month-to-month,89.4,2.98,1871.15,Fiber optic,1,0,1,Bank transfer (automatic)
0,0,1,1,71,Two year,19.8,0.66,1396.25,No,0,0,0,Mailed check
0,0,0,1,24,One year,21.05,0.7,531.55,No,0,0,0,Bank transfer (automatic)
0,0,0,0,71,Two year,111.25,3.71,7984.15,Fiber optic,0,1,1,Electronic check
1,0,1,0,9,Month-to-month,40.65,1.36,328.95,DSL,0,1,1,Mailed check
